postDate,craigId,area,price,title,longitude,beds,latitude,link,numPic,updateDate,date,size,contentLen,reposts
"2015-11-16T18:07:14-0500,2015-11-16T18:07:14-0500,2015-11-27T10:56:38-0500",5319101144, (bedstuy e williamsburg border),800,room for rent near trains,-73.945735,,40.692304,/brk/roo/5319101144.html,4,"2015-11-16T18:07:14-0500,2015-11-16T18:07:14-0500,2015-11-27T10:56:38-0500",Nov 27,6,0
"2015-11-23T21:50:52-0500,2015-11-23T21:50:52-0500,2015-11-27T10:56:47-0500",5329758090, (Crown Heights),900,★ NO FEE ★ RENOVATED ROOMS ★ RENOVATED APTS ★,,,,/brk/roo/5329758090.html,12,"2015-11-23T21:50:52-0500,2015-11-23T21:50:52-0500,2015-11-27T10:56:47-0500",Nov 27,34,0
"2015-11-12T11:23:10-0500,2015-11-12T11:23:10-0500,2015-11-27T10:57:19-0500",5312379937, (bedstuy Crown heights williamsburg bushwick clinton hill),795,brooklyn rooms for rent ★ NO FEE ★ Bushwick bestuy clinton hill a,-73.942807,150,40.692358,/brk/roo/5312379937.html,6,"2015-11-12T11:23:10-0500,2015-11-12T11:23:10-0500,2015-11-27T10:57:19-0500",Nov 27,2,0
"2015-11-20T12:29:08-0500,2015-11-20T12:29:08-0500,2015-11-27T10:57:09-0500",5324526092, (clinton hill bedstuy),850,Make this bedstuy apt your new home,-73.95541,145,40.690908,/brk/roo/5324526092.html,6,"2015-11-20T12:29:08-0500,2015-11-20T12:29:08-0500,2015-11-27T10:57:09-0500",Nov 27,7,0
"2015-11-27T10:35:07-0500,2015-11-27T10:35:07-0500",5333920013, (BEDSTUY @ Myrtle - Willoughby Avs G Line),899,"THIS IS A ""ROOM"" FOR RENT IN A 3BD 1BATH NEW APT | ""1 YEAR LEASE"" | NO FEE",,,,/brk/roo/5333920013.html,4,"2015-11-27T10:35:07-0500,2015-11-27T10:35:07-0500",Nov 27,19,0
"2015-11-12T19:32:28-0500,2015-11-12T19:32:28-0500,2015-11-27T10:57:00-0500",5313217059, (bedstuy williamsburg border),800,Room for rent for Young Professionals,,140,,/brk/roo/5313217059.html,7,"2015-11-12T19:32:28-0500,2015-11-12T19:32:28-0500,2015-11-27T10:57:00-0500",Nov 27,13,0
"2015-11-23T21:54:02-0500,2015-11-23T21:54:02-0500,2015-11-27T10:57:12-0500",5329761295, (crown heights),900,★ NEWLY RENOVATED APTS ★ NEWLY RENOVATED BLDG ★,,,,/brk/roo/5329761295.html,12,"2015-11-23T21:54:02-0500,2015-11-23T21:54:02-0500,2015-11-27T10:57:12-0500",Nov 27,32,0
"2015-11-05T13:35:20-0500,2015-11-05T13:35:20-0500,2015-11-27T10:57:28-0500",5301834342, (bedstuy bushwick),850,Stunning Rooftop - Gym - ROOMMATE WANTED - Brooklyn,-73.910067,130,40.682684,/brk/roo/5301834342.html,9,"2015-11-05T13:35:20-0500,2015-11-05T13:35:20-0500,2015-11-27T10:57:28-0500",Nov 27,10,0
"2015-11-15T21:56:20-0500,2015-11-15T21:56:20-0500,2015-11-27T12:04:15-0500",5317769193, (L - TRAIN JEFFERSON ST),1000,1 month sublet *Dec 15 - Jan 15* 1 BED IN BEAUTIFUL 2 BD !,-73.922136,,40.706124,/brk/roo/5317769193.html,2,"2015-11-15T21:56:20-0500,2015-11-15T21:56:20-0500,2015-11-27T12:04:15-0500",Nov 27,15,0
"2015-11-18T11:09:49-0500,2015-11-18T11:09:49-0500,2015-11-27T12:04:36-0500",5321440286, (Greenpoint / williamsburg),1100,Looking for roommate ASAP 3BR apt Greenpoint,-73.954017,,40.723941,/brk/roo/5321440286.html,8,"2015-11-18T11:09:49-0500,2015-11-18T11:09:49-0500,2015-11-27T12:04:36-0500",Nov 27,6,0
"2015-11-27T11:57:16-0500,2015-11-27T11:57:16-0500",5334048690, (BEDSTUY / WILLIAMSBURG BORDER),875,"TWO ROOMS NOW AVAILABLE - BIG CLOSETS, YARD ACCESS, SKATE RAMP",-73.949356,,40.696121,/brk/roo/5334048690.html,5,"2015-11-27T11:57:16-0500,2015-11-27T11:57:16-0500",Nov 27,19,0
"2015-11-16T16:06:56-0500,2015-11-16T16:06:56-0500,2015-11-27T12:03:58-0500",5318901351, (Bushwick),999,- $1275 - 4 Bed / 3 Bath - Triplex with Roof-deck ! PSHH!,-73.9274,,40.6907,/brk/roo/5318901351.html,21,"2015-11-16T16:06:56-0500,2015-11-16T16:06:56-0500,2015-11-27T12:03:58-0500",Nov 27,28,0
"2015-11-27T12:07:42-0500,2015-11-27T12:07:42-0500",5334066450, (Brooklyn),950,$950 Room - Bushwick - Myrtl/Broad,-73.934762,,40.6987,/brk/roo/5334066450.html,3,"2015-11-27T12:07:42-0500,2015-11-27T12:07:42-0500",Nov 27,6,0
"2015-11-27T12:07:34-0500,2015-11-27T12:07:34-0500",5334066187," (Park Slope, Brooklyn)",1400,Spacious and Comfortable Room in Beautiful Location,-73.980796,,40.675772,/brk/roo/5334066187.html,10,"2015-11-27T12:07:34-0500,2015-11-27T12:07:34-0500",Nov 27,8,0
"2015-11-27T11:35:58-0500,2015-11-27T11:35:58-0500",5334013926, (BEDSTUY @ Myrtle - Willoughby Avs G Line),899,"THIS IS A ""ROOM"" FOR RENT IN A 3BD 1BATH NEW APT | ""1 YEAR LEASE"" | NO FEE",,,,/brk/roo/5334013926.html,4,"2015-11-27T11:35:58-0500,2015-11-27T11:35:58-0500",Nov 27,19,0
"2015-11-27T11:29:05-0500,2015-11-27T11:29:05-0500",5334002978, (BEDSTUY @ Myrtle - Willoughby Avs G Line),899,"THIS IS A ""ROOM"" FOR RENT IN A 3BD 1BATH NEW APT | ""1 YEAR LEASE"" | NO FEE",,,,/brk/roo/5334002978.html,4,"2015-11-27T11:29:05-0500,2015-11-27T11:29:05-0500",Nov 27,19,0
"2015-11-13T10:58:05-0500,2015-11-13T10:58:05-0500,2015-11-27T12:08:39-0500",5313941772,,,"$600好区,全包Nice Room for Rent $600(dyker heihgts b0",-73.996,,40.6336,/brk/roo/5313941772.html,0,"2015-11-13T10:58:05-0500,2015-11-13T10:58:05-0500,2015-11-27T12:08:39-0500",Nov 27,3,0
"2015-11-22T17:38:00-0500,2015-11-22T17:38:00-0500,2015-11-27T12:04:53-0500",5327879659, (Greenpoint / williamsburg),900,"Nice room, prime location, cheap price! Greenpoint",-73.954253,,40.724332,/brk/roo/5327879659.html,7,"2015-11-22T17:38:00-0500,2015-11-22T17:38:00-0500,2015-11-27T12:04:53-0500",Nov 27,10,0
"2015-11-23T15:45:05-0500,2015-11-23T15:45:05-0500,2015-11-27T13:21:19-0500",5329251389, (Willamsburg),1100,Room available for Dec 1st with private bath L @ Montrose,,1100,,/brk/roo/5329251389.html,5,"2015-11-23T15:45:05-0500,2015-11-23T15:45:05-0500,2015-11-27T13:21:19-0500",Nov 27,12,0
"2015-11-27T12:48:34-0500,2015-11-27T12:48:34-0500",5334136201, (Greenpoint / williamsburg),1100,Last room in this amazing apartment Greenpoint Williamsburg,-73.955498,,40.724494,/brk/roo/5334136201.html,8,"2015-11-27T12:48:34-0500,2015-11-27T12:48:34-0500",Nov 27,10,0
"2015-11-22T17:58:35-0500,2015-11-22T17:58:35-0500,2015-11-27T12:05:13-0500",5327906271, (Weirfield / Bushwick),777,☺☺☺ fire escape☺☺☺,-73.914642,,40.687507,/brk/roo/5327906271.html,4,"2015-11-22T17:58:35-0500,2015-11-22T17:58:35-0500,2015-11-27T12:05:13-0500",Nov 27,35,0
"2015-11-20T15:24:33-0500,2015-11-20T15:24:33-0500,2015-11-27T13:23:23-0500",5324853255," (Brooklyn College, Glenwood/E 35th)",,ROOM FOR SINGLE FEMALE - $200/wk,-73.942945,,40.635027,/brk/roo/5324853255.html,9,"2015-11-20T15:24:33-0500,2015-11-20T15:24:33-0500,2015-11-27T13:23:23-0500",Nov 27,14,0
"2015-11-23T15:55:23-0500,2015-11-23T15:55:23-0500,2015-11-27T13:20:45-0500",5329269418, (Bedstuy),800,Room for Dec 1st moving in 3br J-M @ Myrtle,-73.940265,1000,40.694148,/brk/roo/5329269418.html,5,"2015-11-23T15:55:23-0500,2015-11-23T15:55:23-0500,2015-11-27T13:20:45-0500",Nov 27,10,0
"2015-11-27T13:09:20-0500,2015-11-27T13:09:20-0500",5334171609,,1050,Join an Immersive Tech Entrepreneur Community (5 Minute App.),-73.9563,,40.7095,/brk/roo/5334171609.html,11,"2015-11-27T13:09:20-0500,2015-11-27T13:09:20-0500",Nov 27,14,0
"2015-11-27T13:28:44-0500,2015-11-27T13:28:44-0500,2015-11-28T12:27:00-0500",5334204520, (Clinton Hill),800,Small room in nice sunny apartment,-73.957043,72,40.687658,/brk/roo/5334204520.html,0,"2015-11-27T13:28:44-0500,2015-11-27T13:28:44-0500,2015-11-28T12:27:00-0500",Nov 27,16,0
"2015-11-23T15:49:13-0500,2015-11-23T15:49:13-0500,2015-11-27T13:22:19-0500",5329258530, (Bushwick),900,Need a roommate asap in 4br M-J @ myrtle stop,-73.933987,1200,40.698264,/brk/roo/5329258530.html,3,"2015-11-23T15:49:13-0500,2015-11-23T15:49:13-0500,2015-11-27T13:22:19-0500",Nov 27,9,0
"2015-11-12T11:53:05-0500,2015-11-12T11:53:05-0500,2015-11-27T13:21:21-0500",5312436532, (Crown Heights),950,Life in the Eastern Heights,-73.9496,,40.6794,/brk/roo/5312436532.html,20,"2015-11-12T11:53:05-0500,2015-11-12T11:53:05-0500,2015-11-27T13:21:21-0500",Nov 27,13,0
"2015-11-18T11:52:17-0500,2015-11-18T11:52:17-0500,2015-11-27T13:23:10-0500",5321522036, (Greenpoint),1700,"High End Masterpiece, Near Greenpoint G",-73.9496,,40.6794,/brk/roo/5321522036.html,0,"2015-11-18T11:52:17-0500,2015-11-18T11:52:17-0500,2015-11-27T13:23:10-0500",Nov 27,15,0
"2015-11-13T12:22:32-0500,2015-11-13T12:22:32-0500,2015-11-27T13:23:35-0500",5314102678, (Crown Height),975,Room for Rent 11/15,-73.9367,,40.67,/brk/roo/5314102678.html,8,"2015-11-13T12:22:32-0500,2015-11-13T12:22:32-0500,2015-11-27T13:23:35-0500",Nov 27,30,0
"2015-11-11T13:08:53-0500,2015-11-11T13:08:53-0500,2015-11-27T10:20:01-0500",5310999490, (east-williamsburg/bushwick),1050,JUMBOOOOO renovated room with GYM!YARD!ROOF!LAUNDRY!OMG CALL ASSAPPPPP,-73.909605,,40.693832,/brk/roo/5310999490.html,0,"2015-11-11T13:08:53-0500,2015-11-11T13:08:53-0500,2015-11-27T10:20:01-0500",Nov 27,23,0
"2015-11-11T10:40:13-0500,2015-11-11T10:40:13-0500,2015-11-27T10:20:01-0500",5310711680, (williamsburg),999,1 golden era room in mega condo like duplex with yard! act asap! by jm,-73.944263,,40.701578,/brk/roo/5310711680.html,6,"2015-11-11T10:40:13-0500,2015-11-11T10:40:13-0500,2015-11-27T10:20:01-0500",Nov 27,12,0
"2015-11-11T10:30:20-0500,2015-11-11T10:30:20-0500,2015-11-27T10:20:02-0500",5310694399, (bedstuy),825,JUMBOOOOO renovated room in condo like! in a 3 bed share! young proff!,-73.909605,,40.693832,/brk/roo/5310694399.html,0,"2015-11-11T10:30:20-0500,2015-11-11T10:30:20-0500,2015-11-27T10:20:02-0500",Nov 27,21,0
"2015-11-11T13:11:27-0500,2015-11-11T13:11:27-0500,2015-11-27T10:20:03-0500",5311004571, (bushwick/via L train),1000,"GYM,YARD renovated room in condo like! in a 3 bed share! young proff!",,,,/brk/roo/5311004571.html,5,"2015-11-11T13:11:27-0500,2015-11-11T13:11:27-0500,2015-11-27T10:20:03-0500",Nov 27,23,0
"2015-11-11T10:28:56-0500,2015-11-11T10:28:56-0500,2015-11-27T10:19:59-0500",5310691870, (williamsburg),999,1 golden era room in mega condo like duplex with yard! act asap! by jm,-73.944263,,40.701578,/brk/roo/5310691870.html,6,"2015-11-11T10:28:56-0500,2015-11-11T10:28:56-0500,2015-11-27T10:19:59-0500",Nov 27,12,0
"2015-11-11T13:09:14-0500,2015-11-11T13:09:14-0500,2015-11-27T10:20:03-0500",5311000164, (east williamsburg),900,1 amazing room in shared 3 bed condo like reno! no fee! hot reno! wowo,-73.929787,,40.700718,/brk/roo/5311000164.html,0,"2015-11-11T13:09:14-0500,2015-11-11T13:09:14-0500,2015-11-27T10:20:03-0500",Nov 27,24,0
"2015-11-11T14:53:27-0500,2015-11-11T14:53:27-0500,2015-11-27T13:24:29-0500",5311199267, (Crown Heights),950,Albany Avenue - Stunningly New & Spacious,-73.9367,,40.67,/brk/roo/5311199267.html,18,"2015-11-11T14:53:27-0500,2015-11-11T14:53:27-0500,2015-11-27T13:24:29-0500",Nov 27,18,0
"2015-11-11T10:29:54-0500,2015-11-11T10:29:54-0500,2015-11-27T10:20:00-0500",5310693601, (bushwick/via L train),1000,"GYM,YARD renovated room in condo like! in a 3 bed share! young proff!",,,,/brk/roo/5310693601.html,5,"2015-11-11T10:29:54-0500,2015-11-11T10:29:54-0500,2015-11-27T10:20:00-0500",Nov 27,24,0
"2015-11-11T13:12:37-0500,2015-11-11T13:12:37-0500,2015-11-27T10:20:04-0500",5311006849, (east williamsburg),900,1 amazing room in shared 3 bed condo like reno! no fee! hot reno! wowo,-73.929787,,40.700718,/brk/roo/5311006849.html,0,"2015-11-11T13:12:37-0500,2015-11-11T13:12:37-0500,2015-11-27T10:20:04-0500",Nov 27,24,0
"2015-11-28T09:35:59-0500,2015-11-28T09:35:59-0500",5335260844, (Greenpoint),1150,Awesome room in HUGE apartment - Prime Greenpoint,-73.949254,,40.726592,/brk/roo/5335260844.html,6,"2015-11-28T09:35:59-0500,2015-11-28T09:35:59-0500",Nov 28,5,0
"2015-11-28T09:44:27-0500,2015-11-28T09:44:27-0500",5335271468, (Sunset Park),1350,Master One bedroom,,500,,/brk/roo/5335271468.html,0,"2015-11-28T09:44:27-0500,2015-11-28T09:44:27-0500",Nov 28,6,0
"2015-11-13T15:54:02-0500,2015-11-13T15:54:02-0500,2015-11-28T09:32:53-0500",5314502608, (Carroll Gardens),1199,Furnished Room For rent in 2 br/CHAMBRE A LOUER (Now-03/31/16)4 months,-73.987062,,40.713638,/brk/roo/5314502608.html,6,"2015-11-13T15:54:02-0500,2015-11-13T15:54:02-0500,2015-11-28T09:32:53-0500",Nov 28,11,0
"2015-11-11T13:20:14-0500,2015-11-11T13:20:14-0500,2015-11-27T10:20:06-0500",5311021668, (east-williamsburg/bushwick),1050,JUMBOOOOO renovated room with GYM!YARD!ROOF!LAUNDRY!OMG CALL ASSAPPPPP,-73.909605,,40.693832,/brk/roo/5311021668.html,0,"2015-11-11T13:20:14-0500,2015-11-11T13:20:14-0500,2015-11-27T10:20:06-0500",Nov 27,23,0
"2015-11-11T13:17:19-0500,2015-11-11T13:17:19-0500,2015-11-27T10:20:05-0500",5311015863, (east williamsburg),900,1 amazing room in shared 3 bed condo like reno! no fee! hot reno! wowo,-73.929787,,40.700718,/brk/roo/5311015863.html,0,"2015-11-11T13:17:19-0500,2015-11-11T13:17:19-0500,2015-11-27T10:20:05-0500",Nov 27,24,0
"2015-11-11T13:16:39-0500,2015-11-11T13:16:39-0500,2015-11-27T10:20:06-0500",5311014550, (East Williamsburg),900,1 amazing renovated room in condo like! in a 3 bed share! young proff!,-73.909605,,40.693832,/brk/roo/5311014550.html,0,"2015-11-11T13:16:39-0500,2015-11-11T13:16:39-0500,2015-11-27T10:20:06-0500",Nov 27,23,0
"2015-11-22T09:28:27-0500,2015-11-22T09:28:27-0500,2015-11-28T09:34:44-0500",5327174306, (Bushwick),899,Fantastic Apartment Share Nearby Northern Lights Records,-73.9274,,40.6907,/brk/roo/5327174306.html,18,"2015-11-22T09:28:27-0500,2015-11-22T09:28:27-0500,2015-11-28T09:34:44-0500",Nov 28,12,0
"2015-11-21T13:52:04-0500,2015-11-21T13:52:04-0500,2015-11-28T09:40:19-0500",5326207434, (BROOKLYN),100,RAPID ADP PAYSTUBS AND MUCH MORE CALL NOW AND SPEAK TO A REAL REP!!!!!,,,,/brk/roo/5326207434.html,0,"2015-11-21T13:52:04-0500,2015-11-21T13:52:04-0500,2015-11-28T09:40:19-0500",Nov 28,20,0
"2015-11-28T09:45:06-0500,2015-11-28T09:45:06-0500",5335272334, (Cypress Hills/Bushwick),700,"FEB 1ST ROOM AVAILABLE, MOVE IN FEB 1ST! :D",,,,/brk/roo/5335272334.html,0,"2015-11-28T09:45:06-0500,2015-11-28T09:45:06-0500",Nov 28,21,0
"2015-11-20T18:44:16-0500,2015-11-20T18:44:16-0500,2015-11-28T09:41:54-0500",5325169220, (Williamsburg),1900,Room Available--Fun Place--Awesome Location--Laundry In Unit!,-73.9563,,40.7095,/brk/roo/5325169220.html,5,"2015-11-20T18:44:16-0500,2015-11-20T18:44:16-0500,2015-11-28T09:41:54-0500",Nov 28,15,0
"2015-11-21T13:52:41-0500,2015-11-21T13:52:41-0500,2015-11-28T09:40:33-0500",5326208487, (EVERYWHERE),100,!!!NEED REAL LOOKING PAYSTUBS CALL US NOW RAPID PAY STUBS & MORE!!!!!,,,,/brk/roo/5326208487.html,0,"2015-11-21T13:52:41-0500,2015-11-21T13:52:41-0500,2015-11-28T09:40:33-0500",Nov 28,20,0
"2015-11-28T09:46:02-0500,2015-11-28T09:46:02-0500,2015-11-28T22:35:12-0500",5335273540, (Ditmas Park),850,"Big 11x12 bdrm, all utilities included.",-73.956742,,40.637225,/brk/roo/5335273540.html,0,"2015-11-28T09:46:02-0500,2015-11-28T09:46:02-0500,2015-11-28T22:35:12-0500",Nov 28,15,0
"2015-11-28T09:34:02-0500,2015-11-28T09:34:02-0500",5335258509, (Williamsburg),1375,Furnished Room at New Bedford L Apt in Williamsburg - Dec 1,-73.961029,,40.711969,/brk/roo/5335258509.html,3,"2015-11-28T09:34:02-0500,2015-11-28T09:34:02-0500",Nov 28,24,0
"2015-11-28T09:45:43-0500,2015-11-28T09:45:43-0500",5335273153, (Crown Heights),995,TRIPLEX. franklin ave. prospect park. 22345abcgqs trains.,-73.9496,,40.6794,/brk/roo/5335273153.html,17,"2015-11-28T09:45:43-0500,2015-11-28T09:45:43-0500",Nov 28,27,0
"2015-10-30T13:43:49-0400,2015-10-30T13:43:49-0400,2015-11-27T20:46:16-0500",5292668798, (BED-STUY),1050,INDUSTRIAL LOOKS // GORGEOUS HARDWOOD FLOORS // A LOT OF DETAILS //,-73.956662,,40.68327,/brk/roo/5292668798.html,19,"2015-10-30T13:43:49-0400,2015-10-30T13:43:49-0400,2015-11-27T20:46:16-0500",Nov 27,7,0
"2015-11-27T20:47:42-0500,2015-11-27T20:47:42-0500",5334817349, (East Flatbush),700,700 monthly room for rent,-73.957,,40.6467,/brk/roo/5334817349.html,0,"2015-11-27T20:47:42-0500,2015-11-27T20:47:42-0500",Nov 27,12,0
"2015-11-16T13:38:54-0500,2015-11-16T13:38:54-0500,2015-11-27T20:47:07-0500",5318617028, (BED-STUY),825,BRAND SPANKING NEW!!! COME SEE,-73.941916,,40.687881,/brk/roo/5318617028.html,12,"2015-11-16T13:38:54-0500,2015-11-16T13:38:54-0500,2015-11-27T20:47:07-0500",Nov 27,7,0
"2015-11-18T13:54:54-0500,2015-11-18T13:54:54-0500,2015-11-27T20:46:59-0500",5321760337, (BED-STUY),800,GORGEOUS // BRAND NEW // 3 BED // 3 BATH // COME SEE TODAY!!,-73.908156,,40.675674,/brk/roo/5321760337.html,12,"2015-11-18T13:54:54-0500,2015-11-18T13:54:54-0500,2015-11-27T20:46:59-0500",Nov 27,6,0
"2015-11-14T18:37:05-0500,2015-11-14T18:37:05-0500,2015-11-27T16:12:12-0500",5316235644, (1145 Greene ave),1025,Beautiful Rooms Available in brand new renovated Building!!!,-73.923027,,40.694481,/brk/roo/5316235644.html,6,"2015-11-14T18:37:05-0500,2015-11-14T18:37:05-0500,2015-11-27T16:12:12-0500",Nov 27,13,0
"2015-11-14T18:31:04-0500,2015-11-14T18:31:04-0500,2015-11-27T17:38:33-0500",5316228273, (Bushwick),850,PEACE OUT GIRL SCOUTS! I'm movin' to Bushwick!,-73.913398,,40.693362,/brk/roo/5316228273.html,6,"2015-11-14T18:31:04-0500,2015-11-14T18:31:04-0500,2015-11-27T17:38:33-0500",Nov 27,19,0
"2015-11-18T18:01:39-0500,2015-11-18T18:01:39-0500,2015-11-27T17:39:18-0500",5322189830, (Bushwick),875,Perfect New Pad to Nurse Your Thanksgiving Food-Baby!,-73.913484,,40.693655,/brk/roo/5322189830.html,4,"2015-11-18T18:01:39-0500,2015-11-18T18:01:39-0500,2015-11-27T17:39:18-0500",Nov 27,18,0
"2015-11-21T18:54:52-0500,2015-11-21T18:54:52-0500,2015-11-27T16:12:24-0500",5326667121, (Bushwick),776,"Beautiful Stainless steel kitchen,***gorgeous tile bathroom 1. 5 Bathr",-73.914642,,40.687507,/brk/roo/5326667121.html,5,"2015-11-21T18:54:52-0500,2015-11-21T18:54:52-0500,2015-11-27T16:12:24-0500",Nov 27,40,0
"2015-11-27T17:46:27-0500,2015-11-27T17:46:27-0500",5334607600, (Flatbush),800,Large room,,,,/brk/roo/5334607600.html,0,"2015-11-27T17:46:27-0500,2015-11-27T17:46:27-0500",Nov 27,1,0
"2015-11-27T17:49:07-0500,2015-11-27T17:49:07-0500",5334611177, (Bushwick),750,"Rooms! Steps away from A, C, J, L Trains!",-73.911518,,40.681712,/brk/roo/5334611177.html,8,"2015-11-27T17:49:07-0500,2015-11-27T17:49:07-0500",Nov 27,18,0
"2015-11-22T18:51:52-0500,2015-11-22T18:51:52-0500,2015-11-27T17:42:11-0500",5327971961, (+++Weirfield / Bushwick+++),775,+++> 2 blocks to the J train +++>,-73.914642,,40.687507,/brk/roo/5327971961.html,4,"2015-11-22T18:51:52-0500,2015-11-22T18:51:52-0500,2015-11-27T17:42:11-0500",Nov 27,41,0
"2015-11-19T15:28:47-0500,2015-11-19T15:28:47-0500,2015-11-27T19:31:46-0500",5323331359, (Bushwick),850,Fantastic Apartment Share Nearby Northern Lights Records,-73.9274,,40.6907,/brk/roo/5323331359.html,14,"2015-11-19T15:28:47-0500,2015-11-19T15:28:47-0500,2015-11-27T19:31:46-0500",Nov 27,13,0
"2015-11-11T13:39:08-0500,2015-11-11T13:39:08-0500,2015-11-27T19:30:49-0500",5311059399, (Bushwick),995,Luxurious Townhouse Share,-73.9274,,40.6907,/brk/roo/5311059399.html,13,"2015-11-11T13:39:08-0500,2015-11-11T13:39:08-0500,2015-11-27T19:30:49-0500",Nov 27,36,0
"2015-11-27T17:49:23-0500,2015-11-27T17:49:23-0500",5334611507, (Bushwick),950,Brand-New Rooms! Each has a Balcony!,-73.916824,,40.688747,/brk/roo/5334611507.html,11,"2015-11-27T17:49:23-0500,2015-11-27T17:49:23-0500",Nov 27,18,0
"2015-11-22T19:02:08-0500,2015-11-22T19:02:08-0500,2015-11-27T17:45:01-0500",5327984153, (///////Weirfield / Bushwick///////),775,/////// It's a 4 bedroom space that comes with///////,-73.914642,,40.687507,/brk/roo/5327984153.html,4,"2015-11-22T19:02:08-0500,2015-11-22T19:02:08-0500,2015-11-27T17:45:01-0500",Nov 27,35,0
"2015-11-22T19:05:18-0500,2015-11-22T19:05:18-0500,2015-11-27T17:49:30-0500",5327987946, (()Weirfield / Bushwick()),777,"()()() Pleasing Spacious Bedrooms with closets, huge windows()()()",-73.914642,,40.687507,/brk/roo/5327987946.html,4,"2015-11-22T19:05:18-0500,2015-11-22T19:05:18-0500,2015-11-27T17:49:30-0500",Nov 27,41,0
"2015-11-14T14:20:22-0500,2015-11-14T14:20:22-0500,2015-11-27T15:26:54-0500",5315842356, (1820 George st),1000,Amazing 3 Bedroom in Luxury Building!!,-73.901254,,40.699435,/brk/roo/5315842356.html,9,"2015-11-14T14:20:22-0500,2015-11-14T14:20:22-0500,2015-11-27T15:26:54-0500",Nov 27,16,0
"2015-11-16T10:02:40-0500,2015-11-16T10:02:40-0500,2015-11-27T15:27:31-0500",5318198539,,1000,1 Bedroom available in 5 Bedroom / 2 Bath,-73.942888,,40.702299,/brk/roo/5318198539.html,8,"2015-11-16T10:02:40-0500,2015-11-16T10:02:40-0500,2015-11-27T15:27:31-0500",Nov 27,26,0
"2015-11-14T14:19:46-0500,2015-11-14T14:19:46-0500,2015-11-27T15:27:06-0500",5315841238, (1820 George st),1000,Amazing 3 Bedroom in Luxury Building!!,-73.901254,,40.699435,/brk/roo/5315841238.html,9,"2015-11-14T14:19:46-0500,2015-11-14T14:19:46-0500,2015-11-27T15:27:06-0500",Nov 27,16,0
"2015-11-16T23:03:07-0500,2015-11-16T23:03:07-0500,2015-11-28T15:38:55-0500",5319457133, (Bay ridge),850,Large room for rent in spacious 3BR APT,-74.033947,,40.623986,/brk/roo/5319457133.html,5,"2015-11-16T23:03:07-0500,2015-11-16T23:03:07-0500,2015-11-28T15:38:55-0500",Nov 27,12,0
"2015-11-06T11:18:45-0500,2015-11-06T11:18:45-0500,2015-11-27T15:27:54-0500",5303147769,,830,Brooklyn Sheepshead Bay Room available,,,,/brk/roo/5303147769.html,0,"2015-11-06T11:18:45-0500,2015-11-06T11:18:45-0500,2015-11-27T15:27:54-0500",Nov 27,17,0
"2015-11-27T15:34:45-0500,2015-11-27T15:34:45-0500",5334412438,,1200,"Awesome, large furnished room in 4 br duplex in the heart of Bushwick!",-73.926083,,40.70091,/brk/roo/5334412438.html,11,"2015-11-27T15:34:45-0500,2015-11-27T15:34:45-0500",Nov 27,17,0
"2015-11-14T14:51:52-0500,2015-11-14T14:51:52-0500,2015-11-27T15:27:14-0500",5315897073, (1820 George st),1000,Amazing 3 Bedroom in Luxury Building!!,-73.901254,,40.699435,/brk/roo/5315897073.html,8,"2015-11-14T14:51:52-0500,2015-11-14T14:51:52-0500,2015-11-27T15:27:14-0500",Nov 27,16,0
"2015-11-13T12:53:25-0500,2015-11-13T12:53:25-0500,2015-11-27T15:28:26-0500",5314162299, (Crown Heights),,Room Rental for 11/15,-73.9367,,40.67,/brk/roo/5314162299.html,7,"2015-11-13T12:53:25-0500,2015-11-13T12:53:25-0500,2015-11-27T15:28:26-0500",Nov 27,30,0
"2015-11-27T15:15:11-0500,2015-11-27T15:15:11-0500",5334381334, (Dean and Kingston),1075,Large Sunny Room Available in Brownstone Neighborhood,-73.941535,,40.676421,/brk/roo/5334381334.html,2,"2015-11-27T15:15:11-0500,2015-11-27T15:15:11-0500",Nov 27,5,0
"2015-11-20T16:28:27-0500,2015-11-20T16:28:27-0500,2015-11-27T10:22:21-0500",5324963105, (Ridgewood),950,1 golden era room in mega condo like duplex with yard! act asap! by jm,-73.908082,,40.708035,/brk/roo/5324963105.html,0,"2015-11-20T16:28:27-0500,2015-11-20T16:28:27-0500,2015-11-27T10:22:21-0500",Nov 27,17,0
"2015-11-20T16:13:38-0500,2015-11-20T16:13:38-0500,2015-11-27T10:22:19-0500",5324937674, (bushwick),1015,"GYM YARD ROOF>>> roomS in duplex w/yard,wash-dryer!by L! no fee>>",-73.917214,,40.701592,/brk/roo/5324937674.html,5,"2015-11-20T16:13:38-0500,2015-11-20T16:13:38-0500,2015-11-27T10:22:19-0500",Nov 27,22,0
"2015-11-20T16:28:58-0500,2015-11-20T16:28:58-0500,2015-11-27T10:22:20-0500",5324963982, (bushwick),915,"GYM YARD ROOF>>> roomS in duplex w/yard,wash-dryer!by L! no fee>>",-73.917214,,40.701592,/brk/roo/5324963982.html,5,"2015-11-20T16:28:58-0500,2015-11-20T16:28:58-0500,2015-11-27T10:22:20-0500",Nov 27,22,0
